compartment_id,detector_id,detector_rule_id,id,labels0,lifecycle_detail,lifecycle_state,locks,region,resource_id,resource_name,resource_type,risk_level,risk_score,target_id,time_first_detected,time_last_detected,comment,description,recommendation
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqiryldndzc5yrfwrgznb73dv27bmw2aeughnqrosxszjq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrmutnuzcvvkn66u4fmtsdfqt7m3jmho2yvgrv6cg4cv7pixb4rxqa;TEC-SCA-PRO-VMA-O11-006;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-15 21:44:27.228000+00:00;2025-09-16 18:11:00.540000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq6saoimnvl4ymfrmrkn5z4diax7vedmql3fwzh3rhkhqq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr4lxg7fqnzdhqpaeodmsx2uoulli7gago3giosubyz7cd2m2wodta;GOB-BBT-PRO-VMA-OCI1-010;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:28:40.448000+00:00;2025-09-16 18:02:57.302000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaak7hx77x6umwjsekeree4t73kw5ww4g6gyv77dwzdl5aa23xbm4hq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqyjjqn5unpz4yftpswudpg3mm2mmq7pkbyohahffeo73q;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrbbc6kwaft3hxq5h43q5wpnsetnvigdi6njkqvdxq7577s5z3ruwa;COM-RDD-CAL-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-20 23:07:55.379000+00:00;2025-09-16 18:13:41.969000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaauleei4o33vicul5v24e73asfvayjbd5vrfkpbuk3i7ajjbdxnm7a;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqzejo5xewck47szjqxanb3zvm34hrne34q5nkwmlyck2a;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrs6qb5u3yaow3rbqmy227d4ybudimesygzunmsvcj7wbz6joouthq;TEC-PME-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-07 23:57:46.175000+00:00;2025-09-16 18:07:59.939000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaao3jodfosepv3metrhjdmvkqhj62w6szajhgacb3szuyfo67lurkq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqj2oewukfahhjpiit7ipkt36xlfcu4zijyqary7ajfyvq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrwcvite4ivl6g33r5dzv3kjef55xcfi2smue6igqglw4bmsxaiupa;COM-RDD-DES-SDB-O11-001-clone;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-09-08 19:04:15.632000+00:00;2025-09-16 17:41:15.918000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2s7bo2ktt73osenjzsab2uwrk72qj6lmwcr26ncbqquva5xbfl5q;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq6e3lhhjf5esyyl2ksuaomspqknanzbq65dqzzkp5n5oq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr6bcrpaezotndbld5e53nfkhsgbxq3wk3ltyztz4s77jav7wzgpga;TEC-SCA-CAL-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-04 23:08:55.103000+00:00;2025-09-16 18:01:27.130000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaagk3lzeonh3zbv67ximp3f5rt2izej3abb5gptp5ou3hpwvc6zhla;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqkzezz3xnp4gra6yoicxotuyijbmadzwxhq5nh7hqs6tq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrk2ne5laxeeh33mwhcqyljjauwynfcvr6sq3uqqljkidfxi767bga;COM-ADL-PRO-VMA-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 09:26:57.058000+00:00;2025-09-16 18:16:47.375000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaagk3lzeonh3zbv67ximp3f5rt2izej3abb5gptp5ou3hpwvc6zhla;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqv2s7vxvgme2x4veupws6fis7serkldlarduuyscxlthq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrk3xldf2ke23jwnu3te3axjwzgjae3ju23qy5gnchk36bsrstqf5q;COM-ADL-PRO-VMA-O11-005;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 09:26:58.239000+00:00;2025-09-16 18:16:12.176000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqyscvd2sl2ljngae5zt4tz2jr2qrwbnse5icvr3sx4jaq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrbajaz72wx4msro27bpfzafvtxonpqkk5sgsbyq3mavxlegp3xtgq;GOB-BBT-PRO-VMA-OCI1-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:05:39.145000+00:00;2025-09-16 18:15:30.150000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaagk3lzeonh3zbv67ximp3f5rt2izej3abb5gptp5ou3hpwvc6zhla;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnos4lqcjumrajrtzn3dv5jjzynmtzfagb2g3soc26bha;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljri267yma4kdfmntmjowqv24mdaa45mvnj47loqy4ktvdyak3pvdoa;COM-ADL-PRO-VMA-O11-004;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 09:27:01.119000+00:00;2025-09-16 18:09:13.068000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaas4orn6koafbqdj6374we6kuk7n3nc2cmqmxvizeguzu6tghthdeq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcquxnb4qsd5erk3gbzkg5rigpe2blphdndvj7ahzz3hbsq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrywebivpo6gi3xx2lq3y2a4q3fyfamz4ptonu2evuejggoebrw2hq;STF-WCT-PRO-VMA-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 02:26:49.606000+00:00;2025-09-16 18:01:46.419000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa5mcbqhf5rsb425ciyygsze76ukejy7e5c4nsxcsk5yacvsfr7wnq;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqokjmrmxowlyg4acwp7qrhunw4l4qjuigzjpuhrjnxezq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr7lgrdqegqqhf5a7j43fm27z6s53vj2ap5uliaz6e7667ozeasiga;STF-SUP-PRO-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 10:27:14.929000+00:00;2025-09-16 18:40:27.441000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq6gfhqnnyhmb5qkp3d2zfmnzvojsjkylzzaoki4neercq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrezibuidpv5nmt4pxpxpc5w4nipnikz5ujtdtcph5cm2oa3fskpqa;GOB-BBT-PRO-VMA-OCI1-005;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:02.087000+00:00;2025-09-16 18:23:08.012000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqjchwtvbksxak5q4hazpeklgjhnuc4b57pz53cc474x5a;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljr65wmix46euykxwxn7zdlvxxzn5nfocf4go7ag7boj2gv5pxu4uua;GOB-BBT-PRO-VMA-OCI1-003;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:03.048000+00:00;2025-09-16 18:28:15.216000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqljotx5wg2apyea33bqwq3c4xozhh4ia57vz3mg5mcvqa;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrlgvcefsdvarul4oj7kinrrdaq2lwoej3uy5utcmrd5pfk6xg7wla;GOB-BBT-PRO-VMA-OCI1-002;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:08:36.332000+00:00;2025-09-16 18:09:36.063000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaauleei4o33vicul5v24e73asfvayjbd5vrfkpbuk3i7ajjbdxnm7a;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqwb52kcmdeceacawx4icaw3svvusnpjtdkgex55ina6lq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrxbpjmctumgth3k23ztypc7evcap2pnjxywgpoxsc25p6vuzernaq;TEC-PME-VMA-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-07 23:26:11.744000+00:00;2025-09-16 17:44:42.913000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaazabxucucyuuv36onpvdh5wvuvc4kfevoiw6gi7nw4xjd46zmt3ua;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq6yjfcxhq5gzke5xefbx6bdgsoxdjtnjeoqxmvif6dcxa;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrsemaqj6ss5jrf76fvo4hylxsicv2xgraaepszx7pnxmcqema2a5q;STF-VOT-PRO-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-24 16:01:22.241000+00:00;2025-09-16 18:02:51.492000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaagk3lzeonh3zbv67ximp3f5rt2izej3abb5gptp5ou3hpwvc6zhla;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqrbn6rchuov7djvwk66c2g7ggbhtwrwwyjwuoghjg2twq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrok2ppgptbyrw3ilbsn3z34gyehkdfzdy5uot6erpnpth6hqigg7a;COM-ADL-PRO-VMA-O11-002;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 09:26:56.617000+00:00;2025-09-16 17:49:41.877000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaagk3lzeonh3zbv67ximp3f5rt2izej3abb5gptp5ou3hpwvc6zhla;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqkcikca35qlcqy6rbvrbc3tn6kyhjgkepdvcxdvgrbgxq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrjky5vaqkla3ktquvn6nyasheuih4jvsatp4dkrx76pz2h3hygqrq;COM-ADL-PRO-VMA-O11-003;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 09:26:45.953000+00:00;2025-09-16 18:07:50.117000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqd73num5nfqvhehwxdgzmy2cqyawqyin5vacvz7ztgwia;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrzug2kosrq3fha42iskr4werafhbyrfavvcyyx55ia6222ogpvhwq;GOB-BBT-PRO-VMA-OCI1-009;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:17:18.614000+00:00;2025-09-16 18:38:08.989000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaagk3lzeonh3zbv67ximp3f5rt2izej3abb5gptp5ou3hpwvc6zhla;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqlnvou7eur5h262e25shy4hj4ulqrwgz6t7nwzm6dqlrq;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrok5n6u5s2uecze4bvhxxp3kprub26c2eulowiupbdvmpxngwotzq;COM-ADL-PRO-SDB-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 08:52:54.076000+00:00;2025-09-16 18:18:01.568000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
ocid1.compartment.oc1..aaaaaaaaleuxcieeluii4jlcl3pepcmrmxbb3hdalt5m2rpfvxzwwvrjlzga;IAAS_CONFIGURATION_DETECTOR;VNIC_WITHOUT_NETWORK_SECURITY_GROUP;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq2r6qfr264ee62coyxgyrevxah2q2a2ca4wub5bjql7ca;COMPUTE;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.vnic.oc1.sa-saopaulo-1.abtxeljrhma5uepu3hc5fhlly4d5ftzwosgyntcensks3omyotbiuvfhhs7q;TEC-SCA-DES-VMA-O11-001;Instance;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-06-30 15:10:20.977000+00:00;2025-09-16 17:38:43.351000+00:00;;A virtual network interface card (VNIC) is a networking component that enables a resource such as a compute instance to connect to a virtual cloud network (VCN). The VNIC determines how the instance connects with endpoints inside and outside the VCN. Each VNIC resides in a subnet in a VCN. An VNIC with an NSG may trigger a connectivity issue.;Ensure that the missing NSG association from this VNIC is expected.
